id,delivery_method,customer_id,order_date,ship_date,status,payment_type
411,Pickup,716,2024-11-30,2024-12-04,Pending,Bank Transfer
412,Express,846,2025-04-25,2025-05-02,Shipped,Cash on Delivery
413,Standard,1802,2025-08-10,2025-08-15,Pending,Bank Transfer
414,Express,665,2024-07-01,2024-07-06,Pending,Cash on Delivery
415,Express,73,2025-06-08,2025-06-12,Shipped,Cash on Delivery
416,Express,347,2024-10-24,2024-10-28,Delivered,Bank Transfer
417,Standard,1094,2024-10-05,2024-10-11,Delivered,Bank Transfer
418,Pickup,1234,2025-01-20,2025-01-23,Delivered,Card
419,Pickup,713,2025-07-08,2025-07-13,Pending,Card
420,Express,70,2024-10-02,2024-10-05,Pending,Card
421,Pickup,1347,2025-04-09,2025-04-14,Shipped,Bank Transfer
422,Express,1860,2024-08-24,2024-08-30,Shipped,Cash on Delivery
423,Standard,1656,2025-07-24,2025-07-29,Pending,Card
424,Standard,1862,2023-11-03,2023-11-09,Shipped,Bank Transfer
425,Express,1764,2025-05-16,2025-05-22,Shipped,Card
426,Standard,126,2024-10-14,2024-10-21,Pending,Bank Transfer
427,Express,1459,2025-07-02,2025-07-05,Pending,Cash on Delivery
428,Standard,485,2024-11-16,2024-11-21,Pending,Bank Transfer
429,Standard,119,2025-05-26,2025-05-31,Shipped,Cash on Delivery
430,Pickup,886,2025-06-06,2025-06-12,Delivered,Bank Transfer
431,Express,153,2025-06-14,2025-06-16,Delivered,Bank Transfer
432,Pickup,30,2025-06-22,2025-06-26,Delivered,Card
433,Pickup,1133,2024-12-05,2024-12-12,Shipped,Cash on Delivery
434,Pickup,947,2024-12-06,2024-12-08,Delivered,Cash on Delivery
435,Pickup,1395,2025-08-06,2025-08-09,Shipped,Cash on Delivery
436,Express,987,2025-07-23,2025-07-26,Shipped,Cash on Delivery
437,Pickup,197,2023-08-30,2023-09-04,Shipped,Bank Transfer
438,Express,1644,2025-07-23,2025-07-26,Delivered,Bank Transfer
439,Pickup,1122,2025-07-29,2025-08-02,Pending,Card
440,Pickup,1817,2025-03-03,2025-03-08,Pending,Cash on Delivery
441,Standard,812,2024-11-13,2024-11-20,Shipped,Cash on Delivery
442,Pickup,16,2025-04-11,2025-04-18,Shipped,Card
443,Pickup,1228,2025-03-14,2025-03-19,Delivered,Cash on Delivery
444,Pickup,1630,2024-05-18,2024-05-22,Shipped,Card
445,Standard,1714,2025-04-29,2025-05-01,Shipped,Cash on Delivery
446,Pickup,1111,2025-05-31,2025-06-02,Pending,Card
447,Pickup,349,2025-06-27,2025-07-01,Delivered,Card
448,Express,218,2025-04-21,2025-04-26,Delivered,Bank Transfer
449,Pickup,1289,2025-02-08,2025-02-14,Delivered,Bank Transfer
450,Pickup,930,2025-03-03,2025-03-08,Delivered,Bank Transfer
451,Standard,1084,2025-01-01,2025-01-05,Shipped,Cash on Delivery
452,Express,1711,2025-07-14,2025-07-17,Pending,Card
453,Express,1924,2025-07-29,2025-07-31,Delivered,Card
454,Express,1477,2025-07-03,2025-07-07,Delivered,Bank Transfer
455,Standard,792,2025-04-28,2025-04-30,Delivered,Card
456,Standard,690,2024-03-24,2024-03-29,Shipped,Cash on Delivery
457,Standard,1178,2025-03-01,2025-03-07,Pending,Card
458,Express,1988,2025-05-11,2025-05-16,Shipped,Bank Transfer
459,Standard,477,2025-07-24,2025-07-27,Delivered,Card
460,Pickup,1120,2025-07-07,2025-07-12,Delivered,Bank Transfer
461,Express,668,2025-08-04,2025-08-09,Delivered,Bank Transfer
462,Pickup,590,2025-01-20,2025-01-26,Shipped,Cash on Delivery
463,Standard,1869,2025-07-07,2025-07-12,Pending,Card
464,Standard,909,2025-07-17,2025-07-21,Delivered,Cash on Delivery
465,Express,1673,2024-12-04,2024-12-06,Pending,Cash on Delivery
466,Pickup,387,2024-07-17,2024-07-21,Delivered,Cash on Delivery
467,Standard,1183,2024-08-11,2024-08-18,Delivered,Cash on Delivery
468,Pickup,1540,2025-05-21,2025-05-28,Shipped,Bank Transfer
469,Express,1667,2025-06-26,2025-07-03,Pending,Card
470,Express,1776,2025-06-16,2025-06-23,Shipped,Card
471,Express,406,2025-06-13,2025-06-20,Delivered,Card
472,Standard,1349,2025-01-02,2025-01-06,Pending,Card
473,Pickup,1637,2024-10-06,2024-10-08,Shipped,Cash on Delivery
474,Express,1110,2025-07-03,2025-07-05,Shipped,Card
475,Express,1489,2025-07-31,2025-08-04,Shipped,Card
476,Standard,1247,2025-03-27,2025-04-03,Delivered,Bank Transfer
477,Standard,1458,2024-10-06,2024-10-13,Delivered,Card
478,Express,642,2024-12-07,2024-12-10,Shipped,Cash on Delivery
479,Standard,918,2025-05-19,2025-05-25,Delivered,Bank Transfer
480,Express,1345,2024-08-02,2024-08-04,Delivered,Cash on Delivery
481,Pickup,280,2024-08-28,2024-08-31,Shipped,Card
482,Express,79,2024-11-02,2024-11-06,Delivered,Card
483,Express,1965,2025-02-12,2025-02-19,Shipped,Cash on Delivery
484,Standard,1619,2025-01-16,2025-01-20,Shipped,Card
485,Standard,562,2024-12-05,2024-12-09,Delivered,Bank Transfer
486,Pickup,281,2024-09-13,2024-09-19,Delivered,Bank Transfer
487,Standard,1792,2024-03-07,2024-03-10,Pending,Bank Transfer
488,Express,1460,2025-05-16,2025-05-21,Pending,Bank Transfer
489,Standard,449,2025-08-13,2025-08-20,Delivered,Card
490,Express,1814,2025-03-03,2025-03-06,Pending,Card
491,Pickup,1068,2024-07-21,2024-07-26,Delivered,Bank Transfer
492,Standard,1295,2024-11-01,2024-11-03,Pending,Cash on Delivery
493,Standard,311,2025-07-19,2025-07-23,Pending,Card
494,Express,1371,2025-03-02,2025-03-09,Pending,Bank Transfer
495,Express,1581,2025-06-20,2025-06-25,Shipped,Bank Transfer
496,Express,1272,2024-05-04,2024-05-11,Delivered,Cash on Delivery
497,Standard,1675,2024-06-29,2024-07-02,Delivered,Cash on Delivery
498,Express,476,2025-07-22,2025-07-24,Delivered,Bank Transfer
499,Standard,321,2025-08-10,2025-08-15,Pending,Bank Transfer
500,Express,1872,2025-07-20,2025-07-24,Shipped,Card
501,Standard,669,2024-10-13,2024-10-18,Shipped,Bank Transfer
502,Pickup,216,2025-07-09,2025-07-13,Delivered,Bank Transfer
503,Pickup,409,2024-11-06,2024-11-09,Delivered,Card
504,Express,960,2025-06-29,2025-07-03,Delivered,Bank Transfer
505,Pickup,141,2025-07-29,2025-08-03,Shipped,Card
506,Pickup,776,2024-05-22,2024-05-25,Shipped,Bank Transfer
507,Standard,1029,2025-07-04,2025-07-06,Delivered,Cash on Delivery
508,Pickup,1186,2025-07-23,2025-07-26,Delivered,Bank Transfer
509,Pickup,1050,2025-06-27,2025-07-02,Pending,Bank Transfer
510,Express,1353,2025-08-05,2025-08-08,Shipped,Cash on Delivery
511,Express,907,2025-02-11,2025-02-15,Shipped,Card
512,Standard,567,2025-06-14,2025-06-21,Pending,Card
513,Express,443,2024-02-27,2024-03-04,Pending,Card
514,Pickup,1079,2025-03-10,2025-03-12,Pending,Bank Transfer
515,Express,1928,2025-07-21,2025-07-28,Delivered,Card
516,Express,823,2024-10-04,2024-10-09,Shipped,Cash on Delivery
517,Express,670,2024-11-21,2024-11-28,Pending,Bank Transfer
518,Standard,939,2025-03-25,2025-03-28,Delivered,Card
519,Express,939,2025-07-03,2025-07-06,Shipped,Card
520,Express,1445,2024-01-23,2024-01-25,Delivered,Cash on Delivery
521,Express,1721,2025-07-02,2025-07-07,Delivered,Bank Transfer
522,Pickup,1057,2024-10-11,2024-10-15,Delivered,Card
523,Express,1180,2024-11-30,2024-12-06,Delivered,Cash on Delivery
524,Express,50,2024-02-20,2024-02-25,Pending,Card
525,Pickup,817,2025-07-20,2025-07-25,Delivered,Bank Transfer
526,Standard,193,2024-08-23,2024-08-26,Delivered,Card
527,Express,1970,2025-07-27,2025-08-01,Pending,Bank Transfer
528,Express,1080,2025-08-02,2025-08-05,Pending,Bank Transfer
529,Pickup,1510,2025-01-18,2025-01-20,Delivered,Bank Transfer
530,Pickup,1498,2025-05-05,2025-05-10,Shipped,Bank Transfer
531,Express,174,2025-07-29,2025-08-04,Pending,Card
532,Express,1699,2025-02-21,2025-02-27,Shipped,Cash on Delivery
533,Standard,1019,2024-11-08,2024-11-12,Delivered,Cash on Delivery
534,Express,1581,2025-06-30,2025-07-04,Delivered,Bank Transfer
535,Express,5,2025-08-06,2025-08-08,Shipped,Card
536,Pickup,1039,2025-02-08,2025-02-12,Delivered,Cash on Delivery
537,Express,1828,2025-08-07,2025-08-09,Shipped,Card
538,Pickup,1211,2025-03-17,2025-03-19,Pending,Card
539,Express,1132,2024-12-05,2024-12-11,Pending,Cash on Delivery
540,Standard,1434,2025-03-16,2025-03-19,Delivered,Bank Transfer
541,Standard,1260,2024-02-11,2024-02-13,Shipped,Bank Transfer
542,Standard,106,2025-01-26,2025-02-02,Shipped,Cash on Delivery
543,Pickup,608,2025-08-09,2025-08-15,Pending,Card
544,Standard,1784,2025-02-25,2025-03-04,Delivered,Cash on Delivery
545,Standard,1305,2024-05-01,2024-05-03,Pending,Card
546,Standard,1054,2025-06-11,2025-06-17,Pending,Card
547,Express,937,2025-04-25,2025-05-02,Shipped,Bank Transfer
548,Pickup,309,2025-01-09,2025-01-13,Pending,Cash on Delivery
549,Standard,1233,2024-12-27,2025-01-01,Delivered,Cash on Delivery
550,Standard,1130,2025-01-23,2025-01-30,Delivered,Card
551,Standard,174,2025-06-12,2025-06-16,Delivered,Cash on Delivery
552,Pickup,643,2025-05-19,2025-05-25,Delivered,Card
553,Standard,290,2024-05-10,2024-05-15,Pending,Card
554,Pickup,1876,2025-02-05,2025-02-10,Delivered,Cash on Delivery
555,Pickup,282,2025-07-17,2025-07-23,Delivered,Bank Transfer
556,Standard,1899,2025-02-16,2025-02-19,Shipped,Card
557,Pickup,1130,2024-08-25,2024-08-28,Shipped,Cash on Delivery
558,Pickup,1353,2025-04-24,2025-04-30,Delivered,Bank Transfer
559,Pickup,164,2024-07-31,2024-08-03,Delivered,Cash on Delivery
560,Pickup,490,2025-07-23,2025-07-28,Pending,Cash on Delivery
561,Standard,608,2025-08-09,2025-08-15,Delivered,Card
562,Express,421,2024-04-06,2024-04-11,Delivered,Bank Transfer
563,Express,149,2025-01-01,2025-01-03,Shipped,Cash on Delivery
564,Express,1522,2025-06-02,2025-06-06,Pending,Card
565,Express,1556,2025-01-17,2025-01-24,Pending,Cash on Delivery
566,Pickup,157,2024-03-16,2024-03-21,Pending,Card
567,Standard,1412,2025-07-28,2025-07-30,Pending,Card
568,Standard,221,2024-10-10,2024-10-16,Shipped,Bank Transfer
569,Express,810,2025-08-06,2025-08-11,Pending,Bank Transfer
570,Standard,1454,2025-07-25,2025-07-30,Pending,Card
571,Express,1004,2025-04-05,2025-04-08,Pending,Bank Transfer
572,Pickup,54,2025-06-08,2025-06-13,Shipped,Card
573,Pickup,782,2024-12-05,2024-12-09,Shipped,Cash on Delivery
574,Standard,1279,2025-01-22,2025-01-24,Delivered,Card
575,Standard,36,2025-07-30,2025-08-02,Delivered,Card
576,Express,1760,2025-02-09,2025-02-12,Delivered,Bank Transfer
577,Express,1225,2025-05-23,2025-05-26,Delivered,Bank Transfer
578,Standard,696,2025-05-12,2025-05-15,Shipped,Card
579,Pickup,104,2025-07-29,2025-07-31,Shipped,Cash on Delivery
580,Express,1054,2025-07-20,2025-07-27,Pending,Cash on Delivery
581,Express,1272,2024-10-19,2024-10-26,Shipped,Cash on Delivery
582,Standard,550,2024-05-21,2024-05-26,Shipped,Bank Transfer
583,Pickup,467,2024-12-10,2024-12-13,Pending,Bank Transfer
584,Express,669,2025-03-09,2025-03-14,Pending,Cash on Delivery
585,Standard,473,2024-12-10,2024-12-14,Pending,Card
586,Pickup,1145,2025-08-11,2025-08-18,Pending,Card
587,Standard,641,2024-10-24,2024-10-29,Delivered,Card
588,Standard,1699,2025-01-14,2025-01-21,Pending,Bank Transfer
589,Pickup,491,2025-06-08,2025-06-10,Shipped,Cash on Delivery
590,Standard,1865,2024-01-16,2024-01-19,Shipped,Cash on Delivery
591,Express,1710,2025-08-07,2025-08-12,Shipped,Card
592,Standard,103,2024-05-06,2024-05-12,Delivered,Cash on Delivery
593,Express,832,2024-09-25,2024-09-30,Delivered,Bank Transfer
594,Standard,1184,2025-02-20,2025-02-23,Pending,Bank Transfer
595,Standard,654,2025-08-08,2025-08-11,Delivered,Cash on Delivery
596,Express,724,2024-12-17,2024-12-19,Pending,Cash on Delivery
597,Standard,851,2025-01-20,2025-01-25,Delivered,Bank Transfer
598,Pickup,14,2025-06-25,2025-07-01,Delivered,Card
599,Standard,475,2025-06-22,2025-06-27,Pending,Bank Transfer
600,Pickup,1585,2025-06-04,2025-06-08,Shipped,Cash on Delivery
601,Pickup,1109,2025-06-16,2025-06-19,Delivered,Card
602,Pickup,1975,2025-06-24,2025-06-27,Shipped,Bank Transfer
603,Standard,1649,2024-11-29,2024-12-06,Shipped,Cash on Delivery
604,Express,1615,2024-05-22,2024-05-26,Pending,Cash on Delivery
605,Standard,475,2025-08-09,2025-08-12,Shipped,Cash on Delivery
606,Express,1694,2025-02-06,2025-02-11,Delivered,Bank Transfer
607,Express,591,2025-08-12,2025-08-14,Shipped,Bank Transfer
608,Standard,1389,2025-05-01,2025-05-06,Shipped,Bank Transfer
609,Standard,87,2024-03-02,2024-03-05,Shipped,Bank Transfer
610,Express,1218,2024-07-30,2024-08-05,Delivered,Cash on Delivery
611,Express,851,2025-05-26,2025-06-02,Shipped,Card
612,Standard,1116,2023-11-19,2023-11-25,Delivered,Cash on Delivery
613,Express,1932,2024-12-10,2024-12-16,Shipped,Card
614,Pickup,8,2025-04-16,2025-04-18,Shipped,Cash on Delivery
615,Standard,1092,2025-08-08,2025-08-12,Delivered,Cash on Delivery
616,Express,635,2024-09-19,2024-09-22,Pending,Card
617,Express,1973,2025-08-13,2025-08-15,Shipped,Cash on Delivery
618,Express,100,2025-03-21,2025-03-25,Shipped,Cash on Delivery
619,Pickup,686,2025-06-19,2025-06-23,Delivered,Cash on Delivery
620,Pickup,1877,2024-12-27,2024-12-31,Pending,Cash on Delivery
621,Pickup,1538,2025-02-27,2025-03-04,Delivered,Cash on Delivery
622,Express,527,2025-06-14,2025-06-18,Pending,Cash on Delivery
623,Pickup,1080,2025-07-30,2025-08-06,Delivered,Cash on Delivery
624,Express,931,2024-04-02,2024-04-09,Pending,Card
625,Standard,1177,2025-07-16,2025-07-18,Delivered,Bank Transfer
626,Pickup,982,2025-08-01,2025-08-06,Pending,Card
627,Pickup,1850,2025-07-09,2025-07-16,Shipped,Bank Transfer
628,Pickup,765,2024-09-22,2024-09-25,Pending,Bank Transfer
629,Express,1473,2025-07-21,2025-07-27,Delivered,Card
630,Pickup,1105,2025-05-24,2025-05-28,Shipped,Cash on Delivery
631,Pickup,490,2025-06-03,2025-06-09,Shipped,Card
632,Pickup,931,2024-09-14,2024-09-18,Delivered,Cash on Delivery
633,Pickup,1743,2025-07-29,2025-08-02,Delivered,Cash on Delivery
634,Standard,1480,2025-05-14,2025-05-18,Shipped,Bank Transfer
635,Standard,618,2025-04-25,2025-04-27,Shipped,Cash on Delivery
636,Standard,1910,2024-12-08,2024-12-12,Shipped,Card
637,Pickup,1191,2024-01-31,2024-02-04,Delivered,Card
638,Pickup,960,2025-07-17,2025-07-24,Pending,Card
639,Pickup,527,2025-06-09,2025-06-11,Delivered,Cash on Delivery
640,Express,149,2025-06-07,2025-06-14,Shipped,Bank Transfer
641,Standard,1941,2024-12-31,2025-01-07,Pending,Bank Transfer
642,Express,394,2025-03-20,2025-03-23,Pending,Card
643,Standard,1423,2025-03-19,2025-03-23,Pending,Card
644,Express,1040,2025-07-28,2025-08-04,Delivered,Bank Transfer
645,Standard,575,2024-09-17,2024-09-19,Shipped,Cash on Delivery
646,Express,397,2024-12-07,2024-12-12,Delivered,Bank Transfer
647,Pickup,685,2025-05-02,2025-05-09,Pending,Bank Transfer
648,Standard,728,2025-05-21,2025-05-24,Delivered,Bank Transfer
649,Pickup,1170,2025-08-08,2025-08-12,Delivered,Cash on Delivery
650,Pickup,1746,2025-03-16,2025-03-20,Shipped,Cash on Delivery
651,Standard,1982,2025-03-16,2025-03-22,Shipped,Card
652,Pickup,1216,2024-04-19,2024-04-22,Delivered,Bank Transfer
653,Pickup,161,2025-06-12,2025-06-19,Delivered,Cash on Delivery
654,Standard,931,2024-04-21,2024-04-23,Delivered,Cash on Delivery
655,Pickup,1636,2025-02-12,2025-02-15,Delivered,Card
656,Express,171,2025-06-21,2025-06-26,Shipped,Cash on Delivery
657,Pickup,445,2025-06-09,2025-06-12,Pending,Cash on Delivery
658,Express,335,2025-05-13,2025-05-17,Delivered,Cash on Delivery
659,Pickup,1030,2025-08-10,2025-08-17,Delivered,Bank Transfer
660,Standard,1548,2025-02-25,2025-02-28,Pending,Card
661,Standard,305,2025-08-02,2025-08-06,Pending,Bank Transfer
662,Standard,44,2025-04-04,2025-04-11,Shipped,Bank Transfer
663,Express,1810,2024-08-04,2024-08-06,Delivered,Bank Transfer
664,Express,1093,2025-06-08,2025-06-15,Shipped,Cash on Delivery
665,Express,848,2025-07-29,2025-08-02,Delivered,Cash on Delivery
666,Express,1909,2025-05-19,2025-05-26,Pending,Card
667,Standard,418,2025-06-30,2025-07-06,Pending,Bank Transfer
668,Pickup,705,2024-07-30,2024-08-05,Delivered,Cash on Delivery
669,Standard,723,2025-05-24,2025-05-26,Shipped,Cash on Delivery
670,Express,1722,2025-03-13,2025-03-15,Delivered,Bank Transfer
671,Standard,1570,2025-03-02,2025-03-07,Delivered,Cash on Delivery
672,Standard,61,2025-03-31,2025-04-06,Shipped,Bank Transfer
673,Pickup,120,2024-12-06,2024-12-08,Shipped,Card
674,Standard,441,2024-11-23,2024-11-28,Pending,Card
675,Pickup,1806,2025-07-15,2025-07-18,Delivered,Card
676,Standard,185,2025-03-22,2025-03-27,Delivered,Cash on Delivery
677,Express,503,2025-04-22,2025-04-24,Shipped,Cash on Delivery
678,Pickup,1972,2024-12-08,2024-12-13,Delivered,Bank Transfer
679,Express,1738,2025-08-10,2025-08-12,Pending,Card
680,Express,1847,2025-02-16,2025-02-23,Delivered,Card
681,Pickup,726,2025-08-12,2025-08-17,Pending,Bank Transfer
682,Pickup,1169,2024-07-17,2024-07-21,Shipped,Bank Transfer
683,Pickup,33,2025-06-06,2025-06-08,Shipped,Card
684,Standard,1566,2024-02-09,2024-02-16,Pending,Bank Transfer
685,Pickup,881,2024-12-29,2025-01-02,Pending,Cash on Delivery
686,Standard,1811,2025-08-10,2025-08-13,Pending,Card
687,Pickup,1688,2024-08-30,2024-09-02,Shipped,Cash on Delivery
688,Pickup,221,2024-05-22,2024-05-25,Pending,Card
689,Pickup,1427,2025-07-27,2025-07-31,Shipped,Card
690,Standard,750,2025-07-05,2025-07-12,Delivered,Bank Transfer
691,Pickup,1512,2025-02-07,2025-02-10,Pending,Cash on Delivery
692,Express,492,2025-06-13,2025-06-18,Shipped,Card
693,Pickup,401,2025-06-17,2025-06-20,Delivered,Card
694,Standard,1729,2025-07-08,2025-07-10,Delivered,Bank Transfer
695,Express,1774,2024-11-04,2024-11-09,Shipped,Bank Transfer
696,Express,1776,2025-06-04,2025-06-11,Pending,Cash on Delivery
697,Pickup,715,2025-06-18,2025-06-24,Delivered,Cash on Delivery
698,Express,1683,2025-05-07,2025-05-09,Delivered,Cash on Delivery
699,Standard,13,2025-08-08,2025-08-12,Pending,Card
700,Express,1371,2025-05-20,2025-05-25,Pending,Bank Transfer
701,Standard,1594,2024-02-27,2024-03-01,Shipped,Bank Transfer
702,Standard,1225,2025-07-14,2025-07-18,Shipped,Bank Transfer
703,Pickup,1439,2025-07-06,2025-07-09,Pending,Card
704,Standard,783,2025-04-30,2025-05-05,Shipped,Card
705,Standard,896,2024-12-30,2025-01-02,Delivered,Bank Transfer
706,Standard,1763,2024-03-13,2024-03-17,Pending,Bank Transfer
707,Standard,1131,2024-06-14,2024-06-20,Shipped,Bank Transfer
708,Express,167,2025-04-12,2025-04-19,Delivered,Cash on Delivery
709,Standard,1303,2024-10-21,2024-10-25,Pending,Cash on Delivery
710,Express,696,2025-04-06,2025-04-09,Shipped,Bank Transfer
711,Pickup,1692,2025-08-09,2025-08-12,Delivered,Cash on Delivery
712,Pickup,492,2025-03-09,2025-03-14,Pending,Card
713,Standard,373,2025-05-04,2025-05-11,Pending,Cash on Delivery
714,Standard,1854,2025-06-23,2025-06-30,Pending,Card
715,Express,248,2025-04-20,2025-04-26,Pending,Cash on Delivery
716,Standard,332,2024-02-24,2024-03-01,Shipped,Cash on Delivery
717,Standard,957,2025-01-08,2025-01-10,Pending,Bank Transfer
718,Express,576,2025-07-02,2025-07-09,Shipped,Bank Transfer
719,Pickup,140,2025-03-27,2025-03-31,Delivered,Card
720,Express,24,2025-04-03,2025-04-06,Shipped,Card
721,Express,1226,2023-12-31,2024-01-05,Shipped,Bank Transfer
722,Express,1303,2024-12-26,2024-12-30,Shipped,Card
723,Express,211,2025-04-19,2025-04-25,Delivered,Bank Transfer
724,Express,777,2024-12-18,2024-12-23,Pending,Cash on Delivery
725,Express,227,2025-06-09,2025-06-13,Shipped,Bank Transfer
726,Express,810,2025-08-02,2025-08-05,Shipped,Cash on Delivery
727,Pickup,932,2025-08-13,2025-08-16,Pending,Bank Transfer
728,Standard,1854,2025-05-15,2025-05-19,Pending,Card
729,Standard,621,2025-06-27,2025-07-04,Shipped,Card
730,Standard,623,2025-08-09,2025-08-11,Pending,Cash on Delivery
731,Pickup,363,2025-05-13,2025-05-19,Delivered,Card
732,Standard,1326,2025-06-30,2025-07-06,Shipped,Cash on Delivery
733,Standard,1646,2024-05-06,2024-05-12,Delivered,Card
734,Pickup,1982,2025-04-03,2025-04-08,Shipped,Bank Transfer
735,Pickup,630,2025-02-25,2025-02-28,Shipped,Bank Transfer
736,Standard,969,2025-03-18,2025-03-25,Shipped,Cash on Delivery
737,Standard,25,2024-08-02,2024-08-09,Delivered,Cash on Delivery
738,Standard,1339,2025-03-07,2025-03-11,Delivered,Bank Transfer
739,Express,1034,2025-08-07,2025-08-10,Shipped,Card
740,Express,713,2025-07-22,2025-07-28,Delivered,Bank Transfer
741,Standard,1577,2025-08-13,2025-08-19,Delivered,Card
742,Pickup,376,2025-01-26,2025-01-30,Delivered,Cash on Delivery
743,Standard,158,2024-05-22,2024-05-27,Shipped,Card
744,Express,128,2025-07-17,2025-07-20,Shipped,Bank Transfer
745,Express,794,2025-05-22,2025-05-25,Delivered,Bank Transfer
746,Express,1099,2024-03-06,2024-03-10,Delivered,Card
747,Express,1237,2025-03-14,2025-03-19,Delivered,Cash on Delivery
